product_id,title,category,price_usd,rating,reviews,url,description
145,Toshiba Portege X20W-D-10V Black/Blue,laptops,1366.32,1,11,https://webscraper.io/test-sites/e-commerce/static/product/145,"Toshiba Portege X20W-D-10V Black/Blue, 12.5"" FHD Touch, Core i7-7500U, 8GB, 512GB SSD, Windows 10 Pro"
146,Asus ASUSPRO B9440UA-GV0279R Gray,laptops,1381.13,1,4,https://webscraper.io/test-sites/e-commerce/static/product/146,"Asus ASUSPRO B9440UA-GV0279R Gray, 14"" FHD, Core i7-7500U, 16GB, 512GB SSD, Windows 10 Pro, Eng kbd"
147,Asus ROG Strix GL702VM-GC146T,laptops,1399.0,3,10,https://webscraper.io/test-sites/e-commerce/static/product/147,"Asus ROG Strix GL702VM-GC146T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1060 3GB, Windows 10 Home, Eng kbd"
10,Lenovo IdeaTab,tablets,69.99,3,7,https://webscraper.io/test-sites/e-commerce/static/product/10,"7"" screen, Android"
11,Acer Iconia,tablets,96.99,1,7,https://webscraper.io/test-sites/e-commerce/static/product/11,"7"" screen, Android, 16GB"
12,Asus MeMO Pad,tablets,102.99,4,14,https://webscraper.io/test-sites/e-commerce/static/product/12,"7"" screen, Android, 8GB"
13,Amazon Kindle,tablets,103.99,4,3,https://webscraper.io/test-sites/e-commerce/static/product/13,"6"" screen, wifi"
14,iPad Mini Retina,tablets,537.99,2,8,https://webscraper.io/test-sites/e-commerce/static/product/14,"Wi-Fi + Cellular, 32GB, Silver"
15,IdeaTab A3500L,tablets,88.99,4,7,https://webscraper.io/test-sites/e-commerce/static/product/15,"Black, 7"" IPS, Quad-Core 1.2GHz, 8GB, Android 4.2"
16,Galaxy Tab,tablets,251.99,3,14,https://webscraper.io/test-sites/e-commerce/static/product/16,"16GB, White"
17,IdeaTab A3500-H,tablets,148.99,2,9,https://webscraper.io/test-sites/e-commerce/static/product/17,"Blue, 7"" IPS, Quad-Core 1.3GHz, 8GB, 3G, Android 4.2"
18,Galaxy Tab 3,tablets,97.99,2,2,https://webscraper.io/test-sites/e-commerce/static/product/18,"7"", 8GB, Wi-Fi, Android 4.2, White"
19,Galaxy Note,tablets,489.99,3,9,https://webscraper.io/test-sites/e-commerce/static/product/19,"12.2"", 32GB, WiFi, Android 4.4, White"
20,MeMO Pad 7,tablets,130.99,1,11,https://webscraper.io/test-sites/e-commerce/static/product/20,"White, 7"", Atom 1.2GHz, 8GB, Android 4.4"
21,Galaxy Tab 4,tablets,233.99,4,1,https://webscraper.io/test-sites/e-commerce/static/product/21,"LTE (SM-T235), Quad-Core 1.2GHz, 8GB, Black"
22,Galaxy Tab 3,tablets,107.99,2,14,https://webscraper.io/test-sites/e-commerce/static/product/22,"7"", 8GB, Wi-Fi, Android 4.2, Yellow"
23,Memo Pad HD 7,tablets,101.99,2,10,https://webscraper.io/test-sites/e-commerce/static/product/23,"IPS, Dual-Core 1.2GHz, 8GB, Android 4.3"
24,Galaxy Note 10.1,tablets,587.99,2,6,https://webscraper.io/test-sites/e-commerce/static/product/24,"10.1"", 32GB, Black"
25,MeMo PAD FHD 10,tablets,320.99,2,7,https://webscraper.io/test-sites/e-commerce/static/product/25,"White, 10.1"" IPS, 1.6GHz, 2GB, 16GB, Android 4.2"
26,IdeaTab S5000,tablets,172.99,3,8,https://webscraper.io/test-sites/e-commerce/static/product/26,"Silver, 7"" IPS, Quad-Core 1.2Ghz, 16GB, 3G, Android 4.2"
27,Iconia B1-730HD,tablets,99.99,3,1,https://webscraper.io/test-sites/e-commerce/static/product/27,"Black, 7"", 1.6GHz Dual-Core, 8GB, Android 4.4"
28,IdeaTab A8-50,tablets,121.99,2,13,https://webscraper.io/test-sites/e-commerce/static/product/28,"Blue, 8"" IPS, Quad-Core 1.3GHz, 16GB, Android 4.2"
29,Galaxy Note,tablets,399.99,4,12,https://webscraper.io/test-sites/e-commerce/static/product/29,"10.1"", 3G, Android 4.0, Garnet Red"
30,Apple iPad Air,tablets,603.99,3,7,https://webscraper.io/test-sites/e-commerce/static/product/30,"Wi-Fi, 64GB, Silver"
1,Nokia 123,touch phones,24.99,3,11,https://webscraper.io/test-sites/e-commerce/static/product/1,7 day battery
2,LG Optimus,touch phones,57.99,3,11,https://webscraper.io/test-sites/e-commerce/static/product/2,"3.2"" screen"
3,Samsung Galaxy,touch phones,93.99,3,3,https://webscraper.io/test-sites/e-commerce/static/product/3,5 mpx. Android 5.0
4,Nokia X,touch phones,109.99,4,4,https://webscraper.io/test-sites/e-commerce/static/product/4,"Andoid, Jolla dualboot"
5,Sony Xperia,touch phones,118.99,1,6,https://webscraper.io/test-sites/e-commerce/static/product/5,"GPS, waterproof"
6,Ubuntu Edge,touch phones,499.99,1,2,https://webscraper.io/test-sites/e-commerce/static/product/6,Sapphire glass
7,Iphone,touch phones,899.99,1,10,https://webscraper.io/test-sites/e-commerce/static/product/7,White
8,Iphone,touch phones,899.99,2,8,https://webscraper.io/test-sites/e-commerce/static/product/8,Silver
9,Iphone,touch phones,899.99,1,1,https://webscraper.io/test-sites/e-commerce/static/product/9,Black
